input_filename,output_filename,model_name,json_schema,input_tokens,cached_input_tokens,output_tokens,total_tokens,time_to_generate
user_prompt_syn_pt_3.txt,user_prompt_syn_pt_3_cr_feedback.json,o4-mini-2025-04-16,cr_feedback,2692,0,292,2984,4.178
user_prompt_syn_pt_2.txt,user_prompt_syn_pt_2_cr_feedback.json,o4-mini-2025-04-16,cr_feedback,3468,0,1738,5206,21.419
user_prompt_syn_pt_1.txt,user_prompt_syn_pt_1_cr_feedback.json,o4-mini-2025-04-16,cr_feedback,2194,0,353,2547,3.825
user_prompt_syn_pt_4.txt,user_prompt_syn_pt_4_cr_feedback.json,o4-mini-2025-04-16,cr_feedback,3727,0,1658,5385,12.241
